"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted"
"3892","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 06:40:22",FALSE,NA,"801314432022433797",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SurnigantiArun",637,TRUE,FALSE
"3893","RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",FALSE,0,NA,"2016-11-23 06:40:20",FALSE,NA,"801314423734419457",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bf086d2127d24f8",954,TRUE,FALSE
"3894","RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…",FALSE,0,NA,"2016-11-23 06:40:03",FALSE,NA,"801314352355823616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MrinendraSingh",331,TRUE,FALSE
"3895","No railway service charges for online booking. e-wallet, go cashless #demonetization  https://t.co/sOSIFASfyf",FALSE,0,NA,"2016-11-23 06:39:44",FALSE,NA,"801314268767547392",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","prashant3285",0,FALSE,FALSE
"3896","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 06:39:42",FALSE,NA,"801314263688249344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","raja1260",637,TRUE,FALSE
"3897","RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG",FALSE,0,NA,"2016-11-23 06:39:34",FALSE,NA,"801314227289989120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","abhishekc07",275,TRUE,FALSE
"3898","RT @TheDarjChron: #DEMONETIZATION EFFECT: 21 lakh tea, jute workers set to join banking system
Writes: Pratim Ranjan Bose

Read: https://t.…",FALSE,0,NA,"2016-11-23 06:39:31",FALSE,NA,"801314216502317058",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Jorebungley",15,TRUE,FALSE
"3899","RT @FrustIndian: PM is so scared that he didn't give in to demand of a lowly CM to roll back #Demonetization despite qurbani warning. https…",FALSE,0,NA,"2016-11-23 06:39:21",FALSE,NA,"801314173628125184",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","DonJuannabe",8,TRUE,FALSE
"3900","RT @sukanyaiyer2: #DeMonetization  public has deposited in banks worth of Rs.512lakh for DeMonetization drive by the Government of India ht…",FALSE,0,NA,"2016-11-23 06:39:12",FALSE,NA,"801314137896787968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iDilsay",33,TRUE,FALSE
"3901","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 06:39:11",FALSE,NA,"801314131131453440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sam4delhi",637,TRUE,FALSE
"3902","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 06:38:55",FALSE,NA,"801314067206074368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bodybuildk",637,TRUE,FALSE
"3903","RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG",FALSE,0,NA,"2016-11-23 06:38:50",FALSE,NA,"801314045764796416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sandeepjindal1u",275,TRUE,FALSE
"3904","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 06:38:40",FALSE,NA,"801314003632947204",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Doc__Amol",637,TRUE,FALSE
"3905","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 06:38:35",FALSE,NA,"801313983219331072",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","Raka_Noodle",637,TRUE,FALSE
"3906","RT @Smita_Dutta_: <U+20B9>40 lakh looted from J&amp;K Bank branch of Sarthal in Kishtwar, <U+20B9>20 lakh is in new denominations.
#DeMonetization",FALSE,0,NA,"2016-11-23 06:38:33",FALSE,NA,"801313972586692608",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rajadebche",1,TRUE,FALSE
"3907","RT @kanimozhi: Thanks to #demonetization 75% reduction in crime rate in India. Black money seems to be the sole reason 4 all problems in In…",FALSE,0,NA,"2016-11-23 06:38:29",FALSE,NA,"801313955729854464",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","laxman_xy",191,TRUE,FALSE
"3908","Telcos waive mobile banking charges till 31 December #mobilebanking #demonetization https://t.co/Hwpu4S1UbX https://t.co/CJcfdFNF7T",FALSE,0,NA,"2016-11-23 06:38:25",FALSE,NA,"801313939564953602",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Veki551155",0,FALSE,FALSE
"3909","RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG",FALSE,0,NA,"2016-11-23 06:38:24",FALSE,NA,"801313933713932288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Makarand059",275,TRUE,FALSE
"3910","RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG",FALSE,0,NA,"2016-11-23 06:37:59",FALSE,NA,"801313831272218625",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ramsesh2809",275,TRUE,FALSE
"3911","@Loneranger9 @narendramodi PM Modi at helm of this #demonetization scheme, should take responsibility.<ed><U+00A0><U+00BC><ed><U+00BE><U+00AF><ed><U+00A0><U+00BC><ed><U+00BE><U+00AF>
Why no tweet about 80 dead <U+2753>",FALSE,0,"Loneranger9","2016-11-23 06:37:46",FALSE,"801313175757012993","801313777006366720","393204739","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","A_Observr",0,FALSE,FALSE
"3912","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 06:37:46",FALSE,NA,"801313776364617728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ckshukla11",637,TRUE,FALSE
"3913","RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG",FALSE,0,NA,"2016-11-23 06:37:25",FALSE,NA,"801313688665866240",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Predicto_Praky",275,TRUE,FALSE
"3914","Telcos waive mobile banking charges till 31 December #mobilebanking #demonetization https://t.co/hLg6jE8Wbn https://t.co/svEn9lFJjw",FALSE,0,NA,"2016-11-23 06:37:22",FALSE,NA,"801313673188872193",NA,"<a href=""http://bitcoinagile.com"" rel=""nofollow"">bitcoinagile</a>","bitcoinagile",1,FALSE,FALSE
"3915","RT @PIB_India: Watch briefing on #Demonetization by DEA Secy @DasShaktikanta this morning here:
https://t.co/TDj2A6uO5u",FALSE,0,NA,"2016-11-23 06:37:20",FALSE,NA,"801313665999925249",NA,"<a href=""http://www.handmark.com"" rel=""nofollow"">TweetCaster for iOS</a>","jbelludi",105,TRUE,FALSE
"3916","@amritabhinder @timesofindia where?  Many of them still crying over #Demonetization, preparing for upcoming elections,linking natural deaths",FALSE,0,"amritabhinder","2016-11-23 06:37:17",FALSE,"801292974256701440","801313653500874753","37396883","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prembhatt0286",0,FALSE,FALSE
"3917","RT @ModiBharosa: #RatanTata supports PM Narendra Modi for #Demonetization https://t.co/fRTHY2Ltth",FALSE,0,NA,"2016-11-23 06:37:15",FALSE,NA,"801313645191987200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","India272",47,TRUE,FALSE
"3918","RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG",FALSE,0,NA,"2016-11-23 06:37:11",FALSE,NA,"801313629173940224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TarakDhinga",275,TRUE,FALSE
"3919","RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG",FALSE,0,NA,"2016-11-23 06:36:59",FALSE,NA,"801313576585662464",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaikitweets",275,TRUE,FALSE
"3920","RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG",FALSE,0,NA,"2016-11-23 06:36:52",FALSE,NA,"801313548391641088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chotivalebaba",275,TRUE,FALSE
"3921","RT @kanimozhi: India will get windfall profit of whooping 4 Lakh crores in 30 days due to #demonetization Why people like AK Pappu &amp; Mamata…",FALSE,0,NA,"2016-11-23 06:36:51",FALSE,NA,"801313546348986369",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","varibar02_dr",105,TRUE,FALSE
"3922","RT @bk_chudasama: #RatanTata supports PM Narendra Modi for #Demonetization https://t.co/k1tRuxphrc",FALSE,0,NA,"2016-11-23 06:36:48",FALSE,NA,"801313534613291008",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sharmaishaan89",1,TRUE,FALSE
"3923","RT @s_manjari: And the crowd is back in the Market!! #Demonetization https://t.co/zezcgQvAEs",FALSE,0,NA,"2016-11-23 06:36:45",FALSE,NA,"801313519341891584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","veer_Purush",22,TRUE,FALSE
"3924","RT @BollypediaNews: OMG!
Is #Demonetization affecting the #Bollywood industry...??? Find out here..!
#NewReleases
#Delay
#PahlajNihalani ht…",FALSE,0,NA,"2016-11-23 06:36:43",FALSE,NA,"801313510571577344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NidhiChugh06",2,TRUE,FALSE
"3925","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 06:36:37",FALSE,NA,"801313485640572928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","manindar1987",637,TRUE,FALSE
"3926","RT @dna: #Bypolls: #BJP calls it an endorsement of #demonetization policy https://t.co/7kgZcIa6ee reports @Manankmr",FALSE,0,NA,"2016-11-23 06:36:36",FALSE,NA,"801313482209632256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Manankmr",10,TRUE,FALSE
"3927","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 06:36:33",FALSE,NA,"801313467592536065",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vinodKkumar",637,TRUE,FALSE
"3928","RT @kanimozhi: Thanks to #demonetization 75% reduction in crime rate in India. Black money seems to be the sole reason 4 all problems in In…",FALSE,0,NA,"2016-11-23 06:36:23",FALSE,NA,"801313427344027648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JNANESHWER",191,TRUE,FALSE
"3929","I hope #Demonetization works &amp; is beneficial. But how will the introduction of Rs.2000 notes help? Can someone please explain? @arunjaitley",FALSE,0,NA,"2016-11-23 06:36:11",FALSE,NA,"801313375506591748",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sanskritikar",0,FALSE,FALSE
"3930","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 06:35:57",FALSE,NA,"801313319198068736",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","prashant3285",637,TRUE,FALSE
"3931","RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG",FALSE,0,NA,"2016-11-23 06:35:44",FALSE,NA,"801313265804578817",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","digesh_123",275,TRUE,FALSE
"3932","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 06:35:39",FALSE,NA,"801313242819817473",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","messi1lol",637,TRUE,FALSE
"3933","I thought CBI published that people in delhi die only because of standing in queue for #demonetization, cant be cold https://t.co/o0EofR9ltV",FALSE,0,NA,"2016-11-23 06:35:28",FALSE,NA,"801313198662098944",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","prashant3285",0,FALSE,FALSE
"3934","Getting instant money can be a hassle, but getting insta relief from nasal allergy will never be an issue with Stop… https://t.co/1neO5nRaJ9",FALSE,1,NA,"2016-11-23 06:35:17",TRUE,NA,"801313149420965888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","StopAllerG",2,FALSE,FALSE
"3935","RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG",FALSE,0,NA,"2016-11-23 06:34:57",FALSE,NA,"801313066537336833",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PMatodkar",275,TRUE,FALSE
"3936","RT @AshwinderRaj: ""Impact of Demonetization on Residential Real Estate"" https://t.co/8MNv69ye7E by #AshwinderRaj

#Demonetization #JLLIndia…",FALSE,0,NA,"2016-11-23 06:34:52",FALSE,NA,"801313048011083776",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Daphinedndc",34,TRUE,FALSE
"3937","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 06:34:32",FALSE,NA,"801312962308952065",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","athavale_abhi",637,TRUE,FALSE
"3938","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 06:34:18",FALSE,NA,"801312902594654212",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pradeep121161",637,TRUE,FALSE
"3939","RT @ShashiTharoor: . @anandkamal Frankly i don't understand why @narendramodi doesn't address Parlmnt on #Demonetization. It's his duty&amp;wil…",FALSE,0,NA,"2016-11-23 06:34:17",FALSE,NA,"801312900778430464",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Sacha_Saeen",57,TRUE,FALSE
"3940","RT @ShashiTharoor: . @anandkamal Frankly i don't understand why @narendramodi doesn't address Parlmnt on #Demonetization. It's his duty&amp;wil…",FALSE,0,NA,"2016-11-23 06:34:13",FALSE,NA,"801312882294190081",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Deeperdenluv",57,TRUE,FALSE
"3941","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 06:34:07",FALSE,NA,"801312856226615296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ManuPutra",637,TRUE,FALSE
"3942","RT @renu_18: Bad thing is
The position of Worthless Unpaid Hubbies surviving on wife's money remains same aftr #demonetization &amp; r free to…",FALSE,0,NA,"2016-11-23 06:33:57",FALSE,NA,"801312816607166464",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","chunnilal311",43,TRUE,FALSE
"3943","RT @PallabB: A must read piece on #demonetization by @PritishNandy in today's @MumbaiMirror ""Fighting corruption? Right""  https://t.co/dQT9…",FALSE,0,NA,"2016-11-23 06:33:46",FALSE,NA,"801312770520125440",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Chandani3Suresh",8,TRUE,FALSE
"3944","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 06:33:23",FALSE,NA,"801312671857516545",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mangmify",637,TRUE,FALSE
"3945","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 06:33:10",FALSE,NA,"801312618510163968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aseemgupta2002",637,TRUE,FALSE
"3946","RT @ShashiTharoor: . @anandkamal Frankly i don't understand why @narendramodi doesn't address Parlmnt on #Demonetization. It's his duty&amp;wil…",FALSE,0,NA,"2016-11-23 06:33:02",FALSE,NA,"801312584188260352",NA,"<a href=""http://www.kerrebrouck-consulting.eu"" rel=""nofollow"">Disruption Bot.</a>","disruptivedigit",57,TRUE,FALSE
"3947","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 06:33:01",FALSE,NA,"801312579406721024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rushaal001",637,TRUE,FALSE
"3948","RT @gaganagrawal: Thats a new gem! #demonetization = license Raj! Kejriwal &amp; manta must be wondering how they missed this one!
@rachitsharm…",FALSE,0,NA,"2016-11-23 06:33:00",FALSE,NA,"801312574356725765",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BawriRenu",2,TRUE,FALSE
"3949","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 06:32:58",FALSE,NA,"801312567184556032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","innocentlyloud",637,TRUE,FALSE
"3950","RT @pratap_bose: This is the most beautiful post I have seen in these last few turbulent days <ed><U+00A0><U+00BD><ed><U+00B9><U+008F> @devduttmyth #demonetization #CorruptionCle…",FALSE,0,NA,"2016-11-23 06:32:54",FALSE,NA,"801312550428229632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rkam105",125,TRUE,FALSE
"3951","RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG",FALSE,0,NA,"2016-11-23 06:32:49",FALSE,NA,"801312530190766080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vinodi59",275,TRUE,FALSE
"3952","Hello, Monopoly money :)
#indiancurrency #demonetization #hateATMlines #everybodywants  #newnote… https://t.co/w8osMExb2t",FALSE,0,NA,"2016-11-23 06:32:46",FALSE,NA,"801312518870364161",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","rebecca_noronha",0,FALSE,FALSE
"3953","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 06:32:35",FALSE,NA,"801312469402681344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vusha29",637,TRUE,FALSE
"3954","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 06:32:34",FALSE,NA,"801312467649523712",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","pravesh_burma",637,TRUE,FALSE
"3955","RT @ShashiTharoor: . @anandkamal Frankly i don't understand why @narendramodi doesn't address Parlmnt on #Demonetization. It's his duty&amp;wil…",FALSE,0,NA,"2016-11-23 06:32:32",FALSE,NA,"801312458015129600",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SantoShetti",57,TRUE,FALSE
"3956","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 06:32:30",FALSE,NA,"801312449945370625",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","oxymoron30",637,TRUE,FALSE
"3957","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 06:32:24",FALSE,NA,"801312424620068864",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","NamoNamo19",637,TRUE,FALSE
"3958","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 06:32:24",FALSE,NA,"801312423919632384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nirbhaisingh07",637,TRUE,FALSE
"3959","RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG",FALSE,0,NA,"2016-11-23 06:32:21",FALSE,NA,"801312413417144320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GuptaGie",275,TRUE,FALSE
"3960","RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG",FALSE,0,NA,"2016-11-23 06:32:09",FALSE,NA,"801312363794300928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tweetysachin",275,TRUE,FALSE
"3961","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 06:32:08",FALSE,NA,"801312359805583364",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sailendra_ag",637,TRUE,FALSE
"3962","RT @ShashiTharoor: . @anandkamal Frankly i don't understand why @narendramodi doesn't address Parlmnt on #Demonetization. It's his duty&amp;wil…",FALSE,0,NA,"2016-11-23 06:32:08",FALSE,NA,"801312356865310720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bspassanha",57,TRUE,FALSE
"3963","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 06:32:06",FALSE,NA,"801312350649335808",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","npsshetty",637,TRUE,FALSE
"3964","RT @s_cartoons: Don't fall for rumours on #Demonetization. 
Follow @RBI, @PIB_India, @FinMinIndia for real news.

(Issued In Public Interes…",FALSE,0,NA,"2016-11-23 06:31:54",FALSE,NA,"801312300691034112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pr_hp_BJP",16,TRUE,FALSE
"3965","RT @renu_18: Bad thing is
The position of Worthless Unpaid Hubbies surviving on wife's money remains same aftr #demonetization &amp; r free to…",FALSE,0,NA,"2016-11-23 06:31:53",FALSE,NA,"801312296505057284",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bsps4303",43,TRUE,FALSE
"3966","RT @renu_18: Bad thing is
The position of Worthless Unpaid Hubbies surviving on wife's money remains same aftr #demonetization &amp; r free to…",FALSE,0,NA,"2016-11-23 06:31:52",FALSE,NA,"801312289769095174",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GoalTiwari",43,TRUE,FALSE
"3967","RT @renu_18: Bad thing is
The position of Worthless Unpaid Hubbies surviving on wife's money remains same aftr #demonetization &amp; r free to…",FALSE,0,NA,"2016-11-23 06:31:50",FALSE,NA,"801312282307399681",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GoyNav",43,TRUE,FALSE
"3968","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 06:31:35",FALSE,NA,"801312221687119872",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rshankarnarayan",637,TRUE,FALSE
"3969","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 06:31:34",FALSE,NA,"801312215378919424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Srianuragh",637,TRUE,FALSE
"3970","PM is so scared that he didn't give in to demand of a lowly CM to roll back #Demonetization despite qurbani warning. https://t.co/eNwv34rUbr",FALSE,32,NA,"2016-11-23 06:31:19",FALSE,NA,"801312152174870530",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FrustIndian",8,FALSE,FALSE
"3971","RT @renu_18: Bad thing is
The position of Worthless Unpaid Hubbies surviving on wife's money remains same aftr #demonetization &amp; r free to…",FALSE,0,NA,"2016-11-23 06:31:10",FALSE,NA,"801312114233184257",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rajendr76194898",43,TRUE,FALSE
"3972","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 06:31:08",FALSE,NA,"801312108499636224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Abhifour",637,TRUE,FALSE
